Label,Text,Standard text,Desc
Skill,Objective-driven approach,Objective-driven approach,Objective-driven approach
Knowledge,Confidence interval,Confidence interval,Confidence interval
Knowledge,Global optimization,Global optimization,Global optimization
Knowledge,Productionalization,Productionalization,Productionalization
Skill,Scaling,Scaling,Scaling
Knowledge,Experiment design,Experiment design,Experiment design
Knowledge,External data sources,External data sources,External data sources
Ability,Team inspiration,Team inspiration,Team inspiration
Skill,Technical excellence,Technical excellence,Technical excellence
Other,Technical culture,Technical culture,Technical culture
Skill,Coding skills,Coding skills,Coding skills
Knowledge,Python/Scala proficiency,Python/Scala proficiency,Python/Scala proficiency
Other,Engineering challenges,Engineering challenges,Engineering challenges
Knowledge,Clojure,Clojure,Clojure
Knowledge,Model development pipeline,Model development pipeline,Model development pipeline
Knowledge,Machine learning tools and libraries,Machine learning tools and libraries,Machine learning tools and libraries
Knowledge,Data handling,Data handling,Data handling
Knowledge,Spark Data frames,Spark Data frames,Spark Data frames
Knowledge,SQL proficiency,SQL proficiency,SQL proficiency
Other,Maternity and paternity leave,Maternity and paternity leave,Maternity and paternity leave
Other,Mental health and wellness assistance,Mental health and wellness assistance,Mental health and wellness assistance
Other,Learning platform,Learning platform,Learning platform
Other,Start-up mentality,Start-up mentality,Start-up mentality
Knowledge,AI technology knowledge,AI technology knowledge,AI technology knowledge
Knowledge,Machine learning expertise,Machine learning expertise,Machine learning expertise
Skill,Programming skills (Python),Programming skills (Python),Programming skills (Python)
Knowledge,"Cloud computing knowledge (AWS, Azure, Google Cloud)","Cloud computing knowledge (AWS, Azure, Google Cloud)","Cloud computing knowledge (AWS, Azure, Google Cloud)"
Knowledge,NLP & LLMs algorithm knowledge,NLP & LLMs algorithm knowledge,NLP & LLMs algorithm knowledge
Knowledge,Familiarity with PyTorch,Familiarity with PyTorch,Familiarity with PyTorch
Knowledge,Familiarity with TensorFlow,Familiarity with TensorFlow,Familiarity with TensorFlow
Knowledge,Experience with Kubernetes/Container resources,Experience with Kubernetes/Container resources,Experience with Kubernetes/Container resources
Ability,Ability to think abstractly,Ability to think abstractly,Ability to think abstractly
Skill,Requirements analysis skills,Requirements analysis skills,Requirements analysis skills
Skill,Stakeholder management skills,Stakeholder management skills,Stakeholder management skills
Skill,Documentation skills,Documentation skills,Documentation skills
Other,Confidence in skills and abilities,Confidence in skills and abilities,Confidence in skills and abilities
Ability,Willingness to learn from others,Willingness to learn from others,Willingness to learn from others
Ability,Cultural awareness and sensitivity,Cultural awareness and sensitivity,Cultural awareness and sensitivity
Other,Inclusivity and diversity mindset,Inclusivity and diversity mindset,Inclusivity and diversity mindset
Other,Equity and belonging mindset,Equity and belonging mindset,Equity and belonging mindset
Skill,Sales skills (for commission-based roles),Sales skills (for commission-based roles),Sales skills (for commission-based roles)
Other,Stock or long-term incentive knowledge,Stock or long-term incentive knowledge,Stock or long-term incentive knowledge
Skill,Salary negotiation skills,Salary negotiation skills,Salary negotiation skills
Knowledge,Geographic location knowledge,Geographic location knowledge,Geographic location knowledge
Other,Contractor/consultant experience,Contractor/consultant experience,Contractor/consultant experience
Other,Autodesker culture knowledge.,Autodesker culture knowledge.,Autodesker culture knowledge.
Knowledge,"Technical skills in AI areas such as Computer Vision, NLP, and Data Science","Technical skills in AI areas such as Computer Vision, NLP, and Data Science","Technical skills in AI areas such as Computer Vision, NLP, and Data Science"
Knowledge,Experience with Python programming language,Experience with Python programming language,Experience with Python programming language
Knowledge,"Knowledge of Machine Learning and Deep Learning Python libraries such as Pytorch, Tensorflow, SKLearn, and Pandas","Knowledge of Machine Learning and Deep Learning Python libraries such as Pytorch, Tensorflow, SKLearn, and Pandas","Knowledge of Machine Learning and Deep Learning Python libraries such as Pytorch, Tensorflow, SKLearn, and Pandas"
Skill,Ability to design technical solutions,Ability to design technical solutions,Ability to design technical solutions
Knowledge,Experience with training AI models,Experience with training AI models,Experience with training AI models
Ability,Ability to evaluate models and design KPIs,Ability to evaluate models and design KPIs,Ability to evaluate models and design KPIs
Knowledge,"Familiarity with GPT, LLama, and Mistral Large Language Model (LLMs) technologies","Familiarity with GPT, LLama, and Mistral Large Language Model (LLMs) technologies","Familiarity with GPT, LLama, and Mistral Large Language Model (LLMs) technologies"
Skill,Research skills in the field of AI,Research skills in the field of AI,Research skills in the field of AI
Other,Bachelor's degree in Computer Science or related field,Bachelor's degree in Computer Science or related field,Bachelor's degree in Computer Science or related field
Other,Master's degree in Data Science,Master's degree in Data Science,Master's degree in Data Science
Other,Ability to work in a dynamic and growing environment,Ability to work in a dynamic and growing environment,Ability to work in a dynamic and growing environment
Ability,Inclusive mindset and appreciation for different perspectives,Inclusive mindset and appreciation for different perspectives,Inclusive mindset and appreciation for different perspectives
Other,Commitment to ongoing learning and development,Commitment to ongoing learning and development,Commitment to ongoing learning and development
Other,Ability to work with leading global companies,Ability to work with leading global companies,Ability to work with leading global companies
Other,Respect for human rights and environmental sustainability,Respect for human rights and environmental sustainability,Respect for human rights and environmental sustainability
Other,Ability to thrive in a diverse and inclusive culture.,Ability to thrive in a diverse and inclusive culture.,Ability to thrive in a diverse and inclusive culture.
Knowledge,MLFlow,MLFlow,MLFlow
Knowledge,Kedro,Kedro,Kedro
Knowledge,Pyspark,Pyspark,Pyspark
Knowledge,Pytorch,Pytorch,Pytorch
Knowledge,Pandas,Pandas,Pandas
Knowledge,Numpy,Numpy,Numpy
Knowledge,Tensorflow2/3,Tensorflow2/3,Tensorflow2/3
Knowledge,Keras,Keras,Keras
Knowledge,BERT,BERT,BERT
Knowledge,LayoutLMV1/2/3,LayoutLMV1/2/3,LayoutLMV1/2/3
Knowledge,Regressions,Regressions,Regressions
Knowledge,Decision trees,Decision trees,Decision trees
Knowledge,Random forest,Random forest,Random forest
Knowledge,K-means,K-means,K-means
Knowledge,Distributed ML/AI training libraries/models,Distributed ML/AI training libraries/models,Distributed ML/AI training libraries/models
Other,Koalas,Koalas,Koalas
Knowledge,Horovod,Horovod,Horovod
Knowledge,DDP,DDP,DDP
Knowledge,Python programming,Python programming,Python programming
Knowledge,Pythonic clean coding,Pythonic clean coding,Pythonic clean coding
Other,Decorators,Decorators,Decorators
Other,Generators,Generators,Generators
Other,Descriptors,Descriptors,Descriptors
Knowledge,Software Design by Contract,Software Design by Contract,Software Design by Contract
Other,DRY/OAOO,DRY/OAOO,DRY/OAOO
Other,YAGNI,YAGNI,YAGNI
Other,KIS,KIS,KIS
Other,EAFP/LBYL,EAFP/LBYL,EAFP/LBYL
Knowledge,Defensive programming,Defensive programming,Defensive programming
Other,Cohesion,Cohesion,Cohesion
Other,Coupling,Coupling,Coupling
Other,Orthogonality,Orthogonality,Orthogonality
Knowledge,SOLID Principles,SOLID Principles,SOLID Principles
Knowledge,Cloud DevSecOps,Cloud DevSecOps,Cloud DevSecOps
Knowledge,Container image dockfile,Container image dockfile,Container image dockfile
Knowledge,K8S,K8S,K8S
Knowledge,YAML scripts,YAML scripts,YAML scripts
Knowledge,CI/CD pipelines,CI/CD pipelines,CI/CD pipelines
Knowledge,Nexus,Nexus,Nexus
Knowledge,Data preprocessing,Data preprocessing,Data preprocessing
Knowledge,Feature engineering,Feature engineering,Feature engineering
Knowledge,Exploratory data analysis,Exploratory data analysis,Exploratory data analysis
Knowledge,Model optimization,Model optimization,Model optimization
Knowledge,Model tuning,Model tuning,Model tuning
Knowledge,Business requirements identification,Business requirements identification,Business requirements identification
Knowledge,Model iteration,Model iteration,Model iteration
Skill,Accuracy improvement,Accuracy improvement,Accuracy improvement
Other,Bachelor's degree in Computer Science,Bachelor's degree in Computer Science,Bachelor's degree in Computer Science
Other,Master's degree in Data Science or related field,Master's degree in Data Science or related field,Master's degree in Data Science or related field
Skill,"Programming proficiency (Python, R, etc.)","Programming proficiency (Python, R, etc.)","Programming proficiency (Python, R, etc.)"
Knowledge,Machine learning techniques and algorithms,Machine learning techniques and algorithms,Machine learning techniques and algorithms
Knowledge,Statistical analysis tools,Statistical analysis tools,Statistical analysis tools
Knowledge,Data visualization tools,Data visualization tools,Data visualization tools
Knowledge,Database systems knowledge,Database systems knowledge,Database systems knowledge
Ability,Talent,Talent,Talent
Ability,Dynamic thinking,Dynamic thinking,Dynamic thinking
Knowledge,Advanced analytics techniques,Advanced analytics techniques,Advanced analytics techniques
Other,Sueldo base (base salary),Sueldo base (base salary),Sueldo base (base salary)
Other,Seguro de Gastos Médicos Mayores (major medical expenses insurance),Seguro de Gastos Médicos Mayores (major medical expenses insurance),Seguro de Gastos Médicos Mayores (major medical expenses insurance)
Other,Plan dental (dental plan),Plan dental (dental plan),Plan dental (dental plan)
Other,Plan de visión (vision plan),Plan de visión (vision plan),Plan de visión (vision plan)
Other,Aguinaldo (Christmas bonus),Aguinaldo (Christmas bonus),Aguinaldo (Christmas bonus)
Skill,Technical skills in Python and Cloud Engineering,Technical skills in Python and Cloud Engineering,Technical skills in Python and Cloud Engineering
Knowledge,Familiarity with GCP Vertex AI and related services,Familiarity with GCP Vertex AI and related services,Familiarity with GCP Vertex AI and related services
Knowledge,Experience with ML workflow orchestration tools (e.g,Experience with ML workflow orchestration tools (e.g,Experience with ML workflow orchestration tools (e.g
Knowledge,Knowledge of DevSecOps tools (e.g,Knowledge of DevSecOps tools (e.g,Knowledge of DevSecOps tools (e.g
Knowledge,Experience with container management solutions (e.g,Experience with container management solutions (e.g,Experience with container management solutions (e.g
Skill,Proficiency in scripting languages (e.g,Proficiency in scripting languages (e.g,Proficiency in scripting languages (e.g
Other,Bachelor's degree in Computer Science/Computer Engineering or similar technical discipline,Bachelor's degree in Computer Science/Computer Engineering or similar technical discipline,Bachelor's degree in Computer Science/Computer Engineering or similar technical discipline
Knowledge,Familiarity with Terraform,Familiarity with Terraform,Familiarity with Terraform
Skill,Experience in software craftsmanship practices (e.g,Experience in software craftsmanship practices (e.g,Experience in software craftsmanship practices (e.g
Knowledge,Understanding of MLOps/Machine Learning Life Cycle,Understanding of MLOps/Machine Learning Life Cycle,Understanding of MLOps/Machine Learning Life Cycle
Knowledge,Knowledge of common machine learning frameworks (e.g,Knowledge of common machine learning frameworks (e.g,Knowledge of common machine learning frameworks (e.g
Skill,Experience applying Agile practices to solution delivery,Experience applying Agile practices to solution delivery,Experience applying Agile practices to solution delivery
Knowledge,Knowledge of GenAI technologies and concepts,Knowledge of GenAI technologies and concepts,Knowledge of GenAI technologies and concepts
Skill,Strong communication skills (written and verbal),Strong communication skills (written and verbal),Strong communication skills (written and verbal)
Skill,Ability to collaborate with cross-functional teams,Ability to collaborate with cross-functional teams,Ability to collaborate with cross-functional teams
Skill,Innovative thinking and problem-solving skills,Innovative thinking and problem-solving skills,Innovative thinking and problem-solving skills
Ability,Ability to lead by example,Ability to lead by example,Ability to lead by example
Knowledge,Familiarity with agile methodology and CI/CD/CT principles,Familiarity with agile methodology and CI/CD/CT principles,Familiarity with agile methodology and CI/CD/CT principles
Ability,Ability to train,Ability to train,Ability to train
Knowledge,Knowledge of fintech industry,Knowledge of fintech industry,Knowledge of fintech industry
Knowledge,Understanding of credit and financial services,Understanding of credit and financial services,Understanding of credit and financial services
Other,Familiarity with small business owners in Latin America,Familiarity with small business owners in Latin America,Familiarity with small business owners in Latin America
Knowledge,Knowledge of AI-driven underwriting,Knowledge of AI-driven underwriting,Knowledge of AI-driven underwriting
Knowledge,Understanding of group collateral,Understanding of group collateral,Understanding of group collateral
Knowledge,Familiarity with community distribution,Familiarity with community distribution,Familiarity with community distribution
Knowledge,Knowledge of online-to-offline acquisition approach,Knowledge of online-to-offline acquisition approach,Knowledge of online-to-offline acquisition approach
Skill,Understanding of rural and hard to reach customers,Understanding of rural and hard to reach customers,Understanding of rural and hard to reach customers
Knowledge,Knowledge of group loan products,Knowledge of group loan products,Knowledge of group loan products
Other,Understanding of women entrepreneurs,Understanding of women entrepreneurs,Understanding of women entrepreneurs
Other,Familiarity with venture investors,Familiarity with venture investors,Familiarity with venture investors
Knowledge,Knowledge of data science and machine learning,Knowledge of data science and machine learning,Knowledge of data science and machine learning
Knowledge,Understanding of credit issuance,Understanding of credit issuance,Understanding of credit issuance
Knowledge,Familiarity with loss rates and profitability,Familiarity with loss rates and profitability,Familiarity with loss rates and profitability
Knowledge,Knowledge of acquisition and unit profitability,Knowledge of acquisition and unit profitability,Knowledge of acquisition and unit profitability
Knowledge,Understanding of business English and Spanish,Understanding of business English and Spanish,Understanding of business English and Spanish
Other,Familiarity with startup environment,Familiarity with startup environment,Familiarity with startup environment
Skill,Ability to build and refine machine learning models,Ability to build and refine machine learning models,Ability to build and refine machine learning models
Knowledge,Ability to manage machine learning models,Ability to manage machine learning models,Ability to manage machine learning models
Other,Ability to work with a small and highly capable team,Ability to work with a small and highly capable team,Ability to work with a small and highly capable team
Ability,Ability to continuously improve and refine models,Ability to continuously improve and refine models,Ability to continuously improve and refine models
Other,Ability to work closely with CEO and country manager,Ability to work closely with CEO and country manager,Ability to work closely with CEO and country manager
Other,Ability to apply modeling and data science to various aspects of business,Ability to apply modeling and data science to various aspects of business,Ability to apply modeling and data science to various aspects of business
Other,Strong track record in data science,Strong track record in data science,Strong track record in data science
Knowledge,Experience in credit underwriting,Experience in credit underwriting,Experience in credit underwriting
Knowledge,Previous work experience in micro-business credit or consumer households,Previous work experience in micro-business credit or consumer households,Previous work experience in micro-business credit or consumer households
Knowledge,Data-driven digital transformation,Data-driven digital transformation,Data-driven digital transformation
Other,Trusted and sustainable digital transformation,Trusted and sustainable digital transformation,Trusted and sustainable digital transformation
Other,Next generation digital business,Next generation digital business,Next generation digital business
Other,"Worldwide leading positions in digital, cloud, data, advanced computing and security","Worldwide leading positions in digital, cloud, data, advanced computing and security","Worldwide leading positions in digital, cloud, data, advanced computing and security"
Other,Deep expertise in all industries,Deep expertise in all industries,Deep expertise in all industries
Other,Presence in more than 47 countries,Presence in more than 47 countries,Presence in more than 47 countries
Other,High-end technologies across the full digital continuum,High-end technologies across the full digital continuum,High-end technologies across the full digital continuum
Other,"55,000 world-class talents","55,000 world-class talents","55,000 world-class talents"
Other,Expanding possibilities of data and technology,Expanding possibilities of data and technology,Expanding possibilities of data and technology
Skill,Experience in scaling data science models to production grade,Experience in scaling data science models to production grade,Experience in scaling data science models to production grade
Knowledge,"Optimization of models for performance, latency, and memory","Optimization of models for performance, latency, and memory","Optimization of models for performance, latency, and memory"
Knowledge,Processing large amounts of data for model training and inference,Processing large amounts of data for model training and inference,Processing large amounts of data for model training and inference
Knowledge,Experience with big data technologies/frameworks,Experience with big data technologies/frameworks,Experience with big data technologies/frameworks
Knowledge,Python programming language,Python programming language,Python programming language
Knowledge,Cloud platform experience (preferably GCP),Cloud platform experience (preferably GCP),Cloud platform experience (preferably GCP)
Knowledge,PyTorch/Tensorflow experience,PyTorch/Tensorflow experience,PyTorch/Tensorflow experience
Knowledge,Apache Beam experience,Apache Beam experience,Apache Beam experience
Knowledge,Fluent in English language.,Fluent in English language.,Fluent in English language.
Knowledge,Natural language processing (NLP),Natural language processing (NLP),Natural language processing (NLP)
Knowledge,AWS services,AWS services,AWS services
Knowledge,Supervised and unsupervised learning,Supervised and unsupervised learning,Supervised and unsupervised learning
Knowledge,Deep learning,Deep learning,Deep learning
Knowledge,Reinforcement learning,Reinforcement learning,Reinforcement learning
Knowledge,TensorFlow,TensorFlow,TensorFlow
Knowledge,PyTorch,PyTorch,PyTorch
Knowledge,Scikit-learn,Scikit-learn,Scikit-learn
Other,Technical explanation,Technical explanation,Technical explanation
Knowledge,ML management technologies,ML management technologies,ML management technologies
Knowledge,Deployment techniques,Deployment techniques,Deployment techniques
Knowledge,Enterprise experience,Enterprise experience,Enterprise experience
Knowledge,AWS Sagemaker,AWS Sagemaker,AWS Sagemaker
Knowledge,EC2,EC2,EC2
Knowledge,Lambdas,Lambdas,Lambdas
Knowledge,RedShift,RedShift,RedShift
Other,Master's degree.,Master's degree.,Master's degree.
Knowledge,NLP techniques,NLP techniques,NLP techniques
Knowledge,LLMs (GPT-3 or BERT),LLMs (GPT-3 or BERT),LLMs (GPT-3 or BERT)
Knowledge,Text analysis and classification,Text analysis and classification,Text analysis and classification
Knowledge,Programming skills (Python or R),Programming skills (Python or R),Programming skills (Python or R)
Knowledge,Data science toolkits,Data science toolkits,Data science toolkits
Other,Record of successful projects,Record of successful projects,Record of successful projects
Ability,Nuanced language patterns,Nuanced language patterns,Nuanced language patterns
Other,Model refinement,Model refinement,Model refinement
Skill,Customer feedback processing,Customer feedback processing,Customer feedback processing
Knowledge,Integration of NLP and LLM findings,Integration of NLP and LLM findings,Integration of NLP and LLM findings
Knowledge,Knowledge of advancements in NLP and LLMs,Knowledge of advancements in NLP and LLMs,Knowledge of advancements in NLP and LLMs
Other,"Degree in Computer Science, Data Science, or related field","Degree in Computer Science, Data Science, or related field","Degree in Computer Science, Data Science, or related field"
Knowledge,Familiarity with LLMs,Familiarity with LLMs,Familiarity with LLMs
Skill,Strong programming skills,Strong programming skills,Strong programming skills
Other,Gold standard dataset,Gold standard dataset,Gold standard dataset
Other,Classification system enhancement,Classification system enhancement,Classification system enhancement
Skill,Issue recognition and prioritization,Issue recognition and prioritization,Issue recognition and prioritization
Knowledge,Experience with relevant data science toolkits,Experience with relevant data science toolkits,Experience with relevant data science toolkits
Skill,Understanding of customer data needs,Understanding of customer data needs,Understanding of customer data needs
Skill,Ability to tailor models to specific needs,Ability to tailor models to specific needs,Ability to tailor models to specific needs
Skill,Ability to stay abreast of latest advancements,Ability to stay abreast of latest advancements,Ability to stay abreast of latest advancements
Other,Ability to maintain a cutting-edge approach,Ability to maintain a cutting-edge approach,Ability to maintain a cutting-edge approach
Skill,Ability to work with intricate customer feedback,Ability to work with intricate customer feedback,Ability to work with intricate customer feedback
Knowledge,Ability to utilize advanced NLP and LLMs.,Ability to utilize advanced NLP and LLMs.,Ability to utilize advanced NLP and LLMs.
Knowledge,Statistical modeling,Statistical modeling,Statistical modeling
Knowledge,Data wrangling,Data wrangling,Data wrangling
Knowledge,Machine learning algorithms,Machine learning algorithms,Machine learning algorithms
Knowledge,Business understanding,Business understanding,Business understanding
Knowledge,Data cleaning,Data cleaning,Data cleaning
Skill,Data accuracy,Data accuracy,Data accuracy
Knowledge,Hypothesis testing,Hypothesis testing,Hypothesis testing
Other,"Bachelor's or Master's degree in Data Science, Statistics, Computer Science, or a related field","Bachelor's or Master's degree in Data Science, Statistics, Computer Science, or a related field","Bachelor's or Master's degree in Data Science, Statistics, Computer Science, or a related field"
Skill,Programming skills in Python or R,Programming skills in Python or R,Programming skills in Python or R
Knowledge,Data visualization tools such as Tableau or Power BI,Data visualization tools such as Tableau or Power BI,Data visualization tools such as Tableau or Power BI
Knowledge,Knowledge of SQL and database systems,Knowledge of SQL and database systems,Knowledge of SQL and database systems
Ability,Passion for data science,Passion for data science,Passion for data science
Ability,Dynamic and innovative mindset,Dynamic and innovative mindset,Dynamic and innovative mindset
Other,"Understanding of industries such as Automotive, Energy, Aeronautics, Banking & Insurance, Telecom & Multimedia, and Rail.","Understanding of industries such as Automotive, Energy, Aeronautics, Banking & Insurance, Telecom & Multimedia, and Rail.","Understanding of industries such as Automotive, Energy, Aeronautics, Banking & Insurance, Telecom & Multimedia, and Rail."
Knowledge,Expertise in data science,Expertise in data science,Expertise in data science
Skill,Teaching skills,Teaching skills,Teaching skills
Knowledge,Familiarity with SQL and NoSQL databases,Familiarity with SQL and NoSQL databases,Familiarity with SQL and NoSQL databases
Knowledge,Knowledge of cloud deployment,Knowledge of cloud deployment,Knowledge of cloud deployment
Other,Commitment to student success,Commitment to student success,Commitment to student success
Other,Bachelor's degree in a related field,Bachelor's degree in a related field,Bachelor's degree in a related field
Skill,Professional experience in coding or teaching,Professional experience in coding or teaching,Professional experience in coding or teaching
Other,Industry experience as a Python programmer or data scientist,Industry experience as a Python programmer or data scientist,Industry experience as a Python programmer or data scientist
Knowledge,"Familiarity with pandas, NumPy, and scikit-learn","Familiarity with pandas, NumPy, and scikit-learn","Familiarity with pandas, NumPy, and scikit-learn"
Other,Availability for teaching at specific times,Availability for teaching at specific times,Availability for teaching at specific times
Other,Reliable internet connection,Reliable internet connection,Reliable internet connection
Skill,Experience teaching or mentoring new learners,Experience teaching or mentoring new learners,Experience teaching or mentoring new learners
Knowledge,Understanding of the tech industry and job market,Understanding of the tech industry and job market,Understanding of the tech industry and job market
Skill,Ability to explain complex concepts simply,Ability to explain complex concepts simply,Ability to explain complex concepts simply
Skill,Ability to provide learner support and feedback,Ability to provide learner support and feedback,Ability to provide learner support and feedback
Ability,Flexibility and adaptability in a remote teaching environment.,Flexibility and adaptability in a remote teaching environment.,Flexibility and adaptability in a remote teaching environment.
Ability,Business minded,Business minded,Business minded
Ability,Commercial success driven,Commercial success driven,Commercial success driven
Knowledge,Linux and cloud solutions architecture,Linux and cloud solutions architecture,Linux and cloud solutions architecture
Knowledge,Private and public cloud solutions deployment,Private and public cloud solutions deployment,Private and public cloud solutions deployment
Skill,Hands-on experience with technologies,Hands-on experience with technologies,Hands-on experience with technologies
Knowledge,MLOps,MLOps,MLOps
Knowledge,Big data solutions deployment,Big data solutions deployment,Big data solutions deployment
Knowledge,"Knowledge of relevant programming languages (Python, R, Rust)","Knowledge of relevant programming languages (Python, R, Rust)","Knowledge of relevant programming languages (Python, R, Rust)"
Other,Continuous learning and development,Continuous learning and development,Continuous learning and development
Knowledge,"Linux, virtualization, containers, and networking knowledge","Linux, virtualization, containers, and networking knowledge","Linux, virtualization, containers, and networking knowledge"
Knowledge,"Cloud computing concepts and leaders (Kubernetes, AWS, Azure, GCP)","Cloud computing concepts and leaders (Kubernetes, AWS, Azure, GCP)","Cloud computing concepts and leaders (Kubernetes, AWS, Azure, GCP)"
Other,Interest in large-scale enterprise open source,Interest in large-scale enterprise open source,Interest in large-scale enterprise open source
Skill,Intermediate level Python programming skills,Intermediate level Python programming skills,Intermediate level Python programming skills
Skill,Excellent presentation skills,Excellent presentation skills,Excellent presentation skills
Knowledge,Experience with Linux (Debian or Ubuntu preferred),Experience with Linux (Debian or Ubuntu preferred),Experience with Linux (Debian or Ubuntu preferred)
Skill,Result-oriented,Result-oriented,Result-oriented
Other,Ability to travel internationally,Ability to travel internationally,Ability to travel internationally
Ability,Appreciation of diversity,Appreciation of diversity,Appreciation of diversity
Ability,Politeness,Politeness,Politeness
Ability,Thoughtfulness,Thoughtfulness,Thoughtfulness
Ability,Adapt,Adapt,Adapt
Knowledge,Open finance API platform,Open finance API platform,Open finance API platform
Other,Democratizing access to financial services,Democratizing access to financial services,Democratizing access to financial services
Knowledge,Financial data interpretation,Financial data interpretation,Financial data interpretation
Knowledge,Payment initiation,Payment initiation,Payment initiation
Knowledge,Latin American financial ecosystem,Latin American financial ecosystem,Latin American financial ecosystem
Knowledge,Modern tools for data access and interpretation,Modern tools for data access and interpretation,Modern tools for data access and interpretation
Other,Secure financial transactions,Secure financial transactions,Secure financial transactions
Ability,Driven,Driven,Driven
Other,Multicultural team,Multicultural team,Multicultural team
Knowledge,Fintech innovation,Fintech innovation,Fintech innovation
Knowledge,Legacy financial infrastructure,Legacy financial infrastructure,Legacy financial infrastructure
Ability,Pragmatism,Pragmatism,Pragmatism
Knowledge,Trade-off analysis,Trade-off analysis,Trade-off analysis
Knowledge,Continuous delivery,Continuous delivery,Continuous delivery
Knowledge,Technology stack,Technology stack,Technology stack
Other,Developer-first approach,Developer-first approach,Developer-first approach
Other,Company performance evaluation,Company performance evaluation,Company performance evaluation
Knowledge,Global operations,Global operations,Global operations
Skill,Timezone management,Timezone management,Timezone management
Other,Silicon Valley and Latin American investors,Silicon Valley and Latin American investors,Silicon Valley and Latin American investors
Knowledge,Frameworks and models,Frameworks and models,Frameworks and models
Other,Scalable tools and services,Scalable tools and services,Scalable tools and services
Knowledge,Machine learning training and inference,Machine learning training and inference,Machine learning training and inference
Knowledge,Offline models,Offline models,Offline models
Knowledge,Production systems,Production systems,Production systems
Skill,Performance improvement,Performance improvement,Performance improvement
Other,Maintainability,Maintainability,Maintainability
Knowledge,Engineering infrastructure,Engineering infrastructure,Engineering infrastructure
Skill,Proof-of-concept development,Proof-of-concept development,Proof-of-concept development
Knowledge,MLOps pipelines,MLOps pipelines,MLOps pipelines
Knowledge,Technology project management,Technology project management,Technology project management
Other,Cutting-edge solutions,Cutting-edge solutions,Cutting-edge solutions
Other,Top 1% of tech talent,Top 1% of tech talent,Top 1% of tech talent
Other,Impact-driven roles,Impact-driven roles,Impact-driven roles
Other,Passion alignment,Passion alignment,Passion alignment
Knowledge,Data-based models,Data-based models,Data-based models
Knowledge,Predictive modeling,Predictive modeling,Predictive modeling
Skill,Data literacy,Data literacy,Data literacy
Knowledge,Structured and unstructured data,Structured and unstructured data,Structured and unstructured data
Knowledge,Predictive algorithms,Predictive algorithms,Predictive algorithms
Knowledge,Ensemble modeling,Ensemble modeling,Ensemble modeling
Other,Business solutions,Business solutions,Business solutions
Knowledge,Data product management,Data product management,Data product management
Skill,Data evangelism,Data evangelism,Data evangelism
Knowledge,Statistical knowledge,Statistical knowledge,Statistical knowledge
Knowledge,Experimental design,Experimental design,Experimental design
Knowledge,Causal inference,Causal inference,Causal inference
Knowledge,Regression classification,Regression classification,Regression classification
Knowledge,Clustering,Clustering,Clustering
Knowledge,Neural networks,Neural networks,Neural networks
Knowledge,Feature selection,Feature selection,Feature selection
Knowledge,Cross-validation,Cross-validation,Cross-validation
Knowledge,Bias-variance tradeoff,Bias-variance tradeoff,Bias-variance tradeoff
Knowledge,Model explainability,Model explainability,Model explainability
Knowledge,People analytics,People analytics,People analytics
Knowledge,Growth strategies,Growth strategies,Growth strategies
Knowledge,Production deployment,Production deployment,Production deployment
Other,Remote work setup,Remote work setup,Remote work setup
Other,Flexible hours,Flexible hours,Flexible hours
Other,Paid parental leave,Paid parental leave,Paid parental leave
Other,Vacations,Vacations,Vacations
Other,National holidays,National holidays,National holidays
Knowledge,Project Development,Project Development,Project Development
Knowledge,Architecture,Architecture,Architecture
Skill,Cross-Functional Teams,Cross-Functional Teams,Cross-Functional Teams
Other,Technical Units,Technical Units,Technical Units
Other,Ethical Guidelines,Ethical Guidelines,Ethical Guidelines
Skill,Outcome Evaluation,Outcome Evaluation,Outcome Evaluation
Skill,Technical Presentation,Technical Presentation,Technical Presentation
Other,Knowledge Sharing,Knowledge Sharing,Knowledge Sharing
Skill,Programming Skills,Programming Skills,Programming Skills
Knowledge,R,R,R
Knowledge,Clean Code,Clean Code,Clean Code
Knowledge,Statistical Analysis,Statistical Analysis,Statistical Analysis
Knowledge,Data Engineering,Data Engineering,Data Engineering
Knowledge,Big Data Technologies,Big Data Technologies,Big Data Technologies
Knowledge,Hadoop,Hadoop,Hadoop
Knowledge,Kafka,Kafka,Kafka
Knowledge,Deep Learning Frameworks,Deep Learning Frameworks,Deep Learning Frameworks
Knowledge,Natural Language Processing,Natural Language Processing,Natural Language Processing
Knowledge,Computer Vision,Computer Vision,Computer Vision
Skill,Problem-Solving,Problem-Solving,Problem-Solving
Knowledge,Ethical AI Practices,Ethical AI Practices,Ethical AI Practices
Ability,Continuous Learning,Continuous Learning,Continuous Learning
Other,Master's,Master's,Master's
Knowledge,Data set problem solving,Data set problem solving,Data set problem solving
Knowledge,AI software development,AI software development,AI software development
Knowledge,ML algorithms,ML algorithms,ML algorithms
Knowledge,Unstructured data analysis,Unstructured data analysis,Unstructured data analysis
Knowledge,Historical data analysis,Historical data analysis,Historical data analysis
Knowledge,Test running and interpretation,Test running and interpretation,Test running and interpretation
Knowledge,Systems engineering,Systems engineering,Systems engineering
Knowledge,Python proficiency,Python proficiency,Python proficiency
Knowledge,Java proficiency,Java proficiency,Java proficiency
Knowledge,R code writing,R code writing,R code writing
Knowledge,ML frameworks and libraries,ML frameworks and libraries,ML frameworks and libraries
