job search,competences
Incident Response Analyst,"

1. SOC Analyst position
2. Experience in a SOC or similar cybersecurity role
3. Bachelor's degree in computer science, Information Technology, Cybersecurity, or a related field
4. Familiarity with security technologies (SIEM, EDR, NDR, etc.)
5. Knowledge of security concepts
6. Understanding of network protocols
7. Understanding of system vulnerabilities
8. Understanding of malware
9. Analytical skills
10. Problem-solving skills
11. Ability to monitor and analyze security alerts
12. Ability to perform initial assessment and triage on security alerts
13. Ability to escalate incidents as needed
14. Participation in incident response efforts
15. Documentation skills
16. Knowledge of the latest cybersecurity threats and trends
17. Continuous learning and professional development
18. Knowledge of Sumologic
19. Familiarity with incident management systems
20. Knowledge of SOC processes and procedures."
Incident Response Analyst,"

1. Performance-driven
2. HUBZone Small Business concern
3. Comprehensive IT services and solutions
4. Mission-critical US Government programs
5. Intel Community
6. Security clearance
7. Bachelor's degree
8. Cyber operation experience
9. Master's degree
10. Relevant work experience
11. CompTIA Security+ certificate
12. Security or relevant IT certificate
13. Bachelor's degree in Computer Science
14. Advanced degree in Cybersecurity or other information technology disciplines
15. Understanding of cyber landscapes
16. Knowledge of typical threat vectors
17. National Oceanic and Atmospheric Administration (NOAA)
18. Department of Commerce (DOC)
19. IT security infrastructure
20. Security awareness
21. Intelligence community
22. Stakeholders
23. 24/7 operations
24. Real-time cybersecurity monitoring
25. Investigative skills
26. Escalation procedures
27. Service level agreements (SLAs)
28. Working groups
29. Collaboration
30. Cyber discipline
31. Rotational schedule
32. Employee compensation
33. Financial security
34. Best-in-class matching 401K program
35. Comprehensive healthcare plan
36. Employer contribution to health savings account
37."
Incident Response Analyst,"

1. Systems Security Certified Practitioner (SSCP)
2. CompTIA Security+ (Security+ CE)
3. CompTIA Cybersecurity Analyst (CSA+)
4. Information security certifications
5. Strong understanding of security technologies and strategies
6. Firewall
7. IDS
8. Policy management
9. Security processes/best-practice
10. Logging/monitoring
11. Antivirus
12. Vulnerability assessment
13. Patch management
14. Incident response
15. Knowledge of common and emerging attack vectors
16. Penetration methods
17. Countermeasures
18. Conflict resolution
19. Incident escalation
20. Ability to work effectively with customers
21. Problem-solving skills
22. Ability to balance confidentiality, integrity, and availability
23. Ability to resolve issues in complex situations
24. Analytical thinking
25. Ability to convey oral and written instructions
26. Ability to handle multiple task interruptions
27. Professionalism
28. Courteousness
29. Ability to work with diverse audiences
30. Ability to translate technical information into non-technical information
31. High integrity
32. Commitment to fostering a diverse working environment
33. Ability to work independently
34."
Incident Response Analyst,"

1. Security operations and incident response experience
2. E-commerce or technology industry experience
3. Bachelor's degree or higher in engineering, computer science, or equivalent field
4. Cybersecurity certifications (CISSP, GIAC)
5. Analytical skills
6. Attention to detail
7. Quality commitment
8. Network security knowledge
9. Security event correlation
10. TCP/IP concepts
11. DNS knowledge
12. Firewall technology knowledge
13. IPS/IDS knowledge
14. Endpoint protection knowledge
15. Router and switch knowledge
16. Perimeter security knowledge
17. Authentication knowledge
18. Encryption knowledge
19. VPN solution knowledge
20. Professional communication skills
21. Enterprise cybersecurity technology knowledge
22. EDR knowledge
23. SOAR knowledge
24. SIEM knowledge
25. Data analytics knowledge
26. Personal integrity
27. Confidentiality management
28. On-call and escalation support experience
29. High-paced and fast tempo operating environment experience
30. AWS knowledge
31. CrowdStrike Falcon knowledge
32. Palo Alto Cortex knowledge
33. Healthcare knowledge (medical, dental, vision, prescription drugs)
34. Health Savings Account knowledge
35. Flexible Spending Account knowledge
36. Life"
Incident Response Analyst,"

1. Tier two triage for information technology issues and information security incidents
2. Incident discovery, analysis, and verification
3. Incident tracking, containment, and recovery
4. Incident response coordination, escalation, and notification
5. Coordinating with other teams to remediate detected incidents
6. Communicating intelligence to key personnel
7. Systems Security Certified Practitioner (SSCP)
8. CompTIA Security+ (Security+ CE)
9. CompTIA Cybersecurity Analyst (CSA+)
10. Strong understanding of security technologies and strategies
11. Firewall management
12. Intrusion Detection System (IDS)
13. Policy management
14. Security processes and best practices
15. Logging and monitoring
16. Antivirus software
17. Vulnerability assessment
18. Patch management
19. Incident response
20. Knowledge of common and emerging attack vectors
21. Penetration methods and countermeasures
22. Conflict resolution
23. Incident escalation
24. Ability to work effectively with customers
25. Problem-solving skills
26. Ability to handle multiple task interruptions
27. Ability to translate technical information into non-technical information
28. High integrity
29. Commitment to fostering a diverse working environment
30."
Incident Response Analyst,"

1. Understanding of security defense solutions
2. EDR knowledge
3. SIEM knowledge
4. CNAPP knowledge
5. Adaptability to new and emerging technologies
6. Problem-solving skills
7. Critical thinking skills
8. Investigative skills
9. Drive to protect against malicious actors and mistakes
10. Bachelor's degree in development, computer science, or related field
11. Programming knowledge
12. Previous experience in a similar role
13. Familiarity with Microsoft security suite
14. Practical experience with AWS
15. Communication skills
16. Collaboration skills
17. Coordination skills
18. Passion for the role
19. Transferable skills
20. Ability to bring together teams of experts
21. Documentation skills
22. Compliance knowledge
23. Reporting skills
24. Knowledge of threat intelligence
25. In-depth investigation skills
26. Ability to neutralize threats
27. Knowledge of incident response procedures
28. Ability to isolate compromised systems
29. Knowledge of security patches
30. Understanding of security incidents and breaches
31. Ability to evaluate severity levels
32. Knowledge of incident reporting
33. Ability to make recommendations for improving security posture."
Incident Response Analyst,"

1. Cybersecurity expertise
2. Attention to detail
3. Ability to meet tight deadlines
4. Organizational skills
5. Collaboration
6. Ability to work independently
7. Quick problem-solving skills
8. Technical proficiency
9. Endpoint Detection & Response tools
10. SIEM-based log analysis
11. Full packet capture
12. Network forensics
13. Log analysis
14. Malware analysis
15. Incident response
16. Root cause analysis
17. Technical communication
18. Standard Operating Procedures (SOPs)
19. Training documentation
20. External agency communication
21. Bachelor's degree or equivalent experience
22. CISSP certification
23. CEH certification
24. TCP/IP protocols
25. Windows and Linux operating systems
26. EDR/XDR technologies
27. Intrusion Detection Systems (IDS)
28. SIEM technologies
29. Deep packet analysis
30. Forensic analysis
31. Cyber threat and intelligence gathering
32. Scripting and programming (Python, PERL)
33. Health/Dental/Vision benefits
34. 401(k) match
35. Flexible Time Off
36. STD/LTD/Life Insurance
37. Referral Bonuses"
Incident Response Analyst,"

1. General understanding of cyber security threat types
2. Familiarity with attack methodologies
3. Knowledge of common controls and counter measures for cyber security
4. Understanding of incident response processes
5. Ability to document incident details
6. Experience with root cause and lesson learned analysis
7. Monitoring and response security procedures
8. Ability to assess and triage incidents
9. Escalation and participation in remediation efforts
10. Communication with security/operations teams and management
11. Knowledge of security defenses (anti-virus, firewalls, access controls)
12. Understanding of networking and internet communications
13. Experience with Splunk Log & Event Platform
14. Familiarity with network access control
15. Knowledge of vulnerability scanning
16. Experience with advanced detection and response endpoint agents
17. Understanding of network packet capture and event analysis
18. Familiarity with threat intelligence platforms
19. Knowledge of Microsoft patching and device management platforms
20. Experience with Splunk SOAR
21. Scripting experience (batch, PowerShell, python)
22. Bachelor's degree in Information Technology, Engineering, or related field
23. 2 years of experience in Information Technology or Computing field
24. Security+ or similar security"
Incident Response Analyst,"

1. Strong understanding of cybersecurity concepts
2. Basic understanding of security technologies
3. Knowledge of SIEM tools (QRadar, Splunk, Rapid7)
4. Excellent analytical skills
5. Strong problem-solving skills
6. Effective written and verbal communication skills
7. Ability to work in a fast-paced and dynamic environment
8. Experience with QRadar on Cloud (QROC)
9. Experience with Splunk
10. Experience with IBM Resilient
11. Playbook creation
12. Security use case management
13. Incident response experience
14. Knowledge of cybersecurity threats and trends
15. Ability to collaborate with internal and external stakeholders
16. Documentation skills
17. Mentoring and training skills."
Incident Response Analyst,"

1. Technical competence
2. End-user training
3. New technology tools
4. Team-oriented mentality
5. Group collaboration
6. High school diploma
7. 2-year degree
8. 4-year degree
9. Data entry
10. Professional services
11. Experience in Relativity
12. Detail-oriented
13. Organizational skills
14. Project management
15. Microsoft Excel proficiency
16. Full-time availability
17. Virtual work
18. Health insurance knowledge
19. Basic life insurance knowledge
20. 401(k) knowledge
21. Paid time off
22. Flexible schedule
23. Office hours
24. Information security
25. ISO 27001 standard
26. Remote work
27. Work-life balance
28. Results-oriented
29. Time management
30. Communication skills
31. Problem-solving skills
32. Adaptability
33. Multitasking
34. Attention to detail
35. Data analysis
36. Legal knowledge
37. Human resources knowledge
38. Global mindset
39. Diversity and inclusion awareness
40. Customer service skills
41. Project coordination
42. Case management
43. Budget management
44. Salary negotiation
45. Business ac"
Incident Response Analyst,"

1. Strong understanding of cybersecurity concepts
2. Basic understanding of security technologies
3. Knowledge of SIEM tools (QRadar, Splunk, Rapid7)
4. Excellent analytical skills
5. Strong problem-solving skills
6. Effective written and verbal communication skills
7. Ability to work in a fast-paced and dynamic environment
8. Experience with QRadar on Cloud (QROC)
9. Incident response expertise
10. Threat analysis and triaging skills
11. Knowledge of security incident containment, mitigation, and remediation
12. Collaboration and teamwork skills
13. Knowledge of cybersecurity threats, trends, and technologies
14. Documentation skills
15. Mentoring and training abilities."
Incident Response Analyst,"

1. Strong understanding of cybersecurity concepts
2. Basic understanding of security technologies
3. Knowledge of SIEM tools (QRadar, Splunk, Rapid7)
4. Excellent analytical skills
5. Strong problem-solving skills
6. Effective written and verbal communication skills
7. Ability to work in a fast-paced and dynamic environment
8. Experience with QROC and Splunk tools
9. Incident response expertise
10. Ability to analyze and triage security alerts
11. Knowledge of security incident containment, mitigation, and remediation
12. Collaboration and teamwork skills
13. Knowledge of cybersecurity threats, trends, and technologies
14. Documentation skills
15. Mentoring and training abilities."
Incident Response Analyst,"

1. Senior SOC analysts
2. 24/7 scheduling
3. Triage
4. Alert use-cases
5. Security events
6. Technology environment
7. Data analysis
8. Cyber defense tools
9. SIEM
10. IDS alerts
11. Firewalls
12. Network traffic logs
13. Cloud platforms
14. SOAR solutions
15. Threat mitigation
16. Structured situations
17. Unstructured situations
18. Academic exposure
19. Professional exposure
20. Cyber operations
21. Incident response
22. Computer networking
23. Computer science"
Vulnerability Analyst,"

1. Vulnerability Management
2. Tenable
3. Data Analysis
4. Data Export
5. Data Lake
6. PowerBI
7. Reporting
8. Querying
9. Security Scans
10. Security Background
11. Datasets
12. Databases
13. Automation
14. Dashboards
15. Technical Audience
16. Non-Technical Audience
17. Software Security
18. Patch Management
19. Supply Chain Processes"
Vulnerability Analyst,"

1. Cybersecurity knowledge
2. Vulnerability assessment
3. Communication skills
4. Stakeholder management
5. Monitoring skills
6. IT asset management
7. Attention to detail
8. Qualys vulnerability scanner experience
9. ServiceNow ticketing software experience
10. Support experience
11. Process management
12. Technology knowledge
13. Innovation skills
14. Problem-solving abilities
15. Time management
16. Teamwork
17. Customer service
18. Project management
19. Data analysis
20. Risk assessment
21. Compliance knowledge
22. Information security
23. Network security
24. Incident response
25. Technical writing
26. Research skills
27. Quality assurance
28. Training and development
29. Change management
30. Business acumen."
Vulnerability Analyst,"

1. Vulnerability Management
2. Tenable
3. Data Analysis
4. Data Lake
5. PowerBI
6. Reporting
7. Security Scans
8. Security Background
9. Databases
10. Query Languages
11. Process Development
12. Automation
13. Dashboard Creation
14. Technical Communication
15. Non-Technical Communication
16. Software Security
17. Patch Management
18. Supply Chain Processes"
Vulnerability Analyst,"

1. Corporate research
2. Internet research
3. Online database research
4. Conflict resolution
5. Conflict analysis
6. Conflict reporting
7. Conflict checking
8. Ethical wall establishment and maintenance
9. Securities trading process
10. Engagement letter and waiver review
11. Software evaluation and testing
12. Client matter reopening
13. Emergency response
14. After-hours and weekend availability
15. On-call remote weekend shifts
16. 5+ years of relevant conflicts experience
17. Intapp Open knowledge
18. Intapp Walls knowledge
19. k2 New Business Intake workflow knowledge
20. iManage knowledge
21. Elite knowledge
22. Dun & Bradstreet knowledge
23. Capital IQ knowledge
24. Independent decision-making
25. Attention to detail
26. Analytical skills
27. Research skills
28. Team player mindset
29. Strong communication skills
30. Fast-paced environment adaptability
31. Project management skills
32. Race and color inclusivity
33. Religion inclusivity
34. Gender inclusivity
35. Sexual orientation inclusivity
36. Pregnancy inclusivity
37. Reproductive health decision inclusivity
38. National or ethnic origin inclusivity
"
Vulnerability Analyst,"

1. Cyber Security experience
2. Identifying vulnerabilities
3. Analyzing vulnerabilities
4. Communicating cyber threat and vulnerability information
5. Threat and vulnerability analysis models
6. Mitre ATT&CK Framework
7. Common Vulnerability Scoring System (CVSS)
8. Large and complex environment experience
9. Basic networking protocols knowledge
10. TCP/IP
11. UDP
12. HTTP/HTTPS
13. SSH
14. DNS
15. SSL/TLS
16. JIRA experience
17. Service Now experience
18. Nessus Tenable Security Center experience
19. ForeScout experience
20. Splunk experience
21. Invicti (formerly Netsparker) experience
22. Vulnerability assessments experience
23. Penetration testing experience
24. Threat intelligence knowledge
25. CSP security knowledge
26. Amazon Web Services (AWS) knowledge
27. Learning ability
28. Self-drive
29. Adaptability
30. Passion for security
31. Leading conversations with engineers and senior executives
32. Security + certification
33. Network + certification
34. CCNA certification
35. Bachelor's degree in a computer-related field
36. Salary negotiation skills
37. Healthcare knowledge"
Vulnerability Analyst,"

1. Research and analysis skills
2. Conflict resolution skills
3. Knowledge of business intake processes
4. Familiarity with risk management
5. Efficiency improvement skills
6. Teamwork and collaboration abilities
7. Training and development skills
8. Bachelor's degree
9. Master's degree or J.D.
10. Experience in a law firm or professional services firm
11. Interpersonal communication skills
12. Written and verbal communication skills
13. Organizational skills
14. Attention to detail
15. Proficiency in Microsoft Word
16. Proficiency in Microsoft Excel
17. Proficiency in Microsoft Outlook
18. Familiarity with scanning software
19. Ability to maintain confidentiality
20. Ability to work overtime."
Vulnerability Analyst,"

1. Vulnerability assessment
2. Security monitoring
3. Risk assessment
4. Security controls
5. Security policies
6. Security procedures
7. Compliance
8. Industry regulations
9. Best practices
10. Software development lifecycle (SDLC)
11. Secure coding standards
12. Incident response
13. Incident investigation
14. Coordination
15. Remediation
16. Security awareness training
17. Security education
18. Security documentation
19. Computer Science
20. Information Security
21. Azure AD
22. Azure active directory
23. Security compliance
24. DS Logon
25. FISMA
26. Federal Information Security Modernization Act
27. Cybersecurity principles
28. Security frameworks
29. HIPAA
30. HITRUST
31. NIST
32. ISO 27001
33. Security tools
34. SIEM
35. IDS/IPS
36. Endpoint protection
37. Vulnerability management
38. Analytical skills
39. Problem-solving skills
40. Communication skills
41. Technical communication"
Vulnerability Analyst,"

1. Risk management
2. Operational risk assessment
3. Enterprise risk assessment
4. Web application testing
5. Code testing
6. Open source dependencies
7. Vulnerability analysis
8. Risk assessment
9. Code analysis
10. Fuzzing tools
11. Secure coding standards
12. Secure coding training
13. Code reviews
14. Security posture analysis
15. Technical programming solutions
16. Software Assurance Forum guidance
17. Systems Lifecycle Process
18. Software development principles
19. Engineering principles
20. Monthly reporting
21. Quality assurance
22. Source code analysis
23. DevOps evaluation
24. DevOps implementation
25. DevOps operations support
26. USCIS static code analysis tools
27. USCIS dynamic code analysis tools
28. User account management
29. Access management
30. Server management
31. Monitoring
32. Patching
33. Version upgrades
34. Continuous integration
35. Continuous delivery
36. Market research
37. Tool implementation
38. Vulnerability assessment tools
39. AppDetective
40. Fortify
41. Nessus
42. Splunk
43. WebInspect
44. Risk assessment reporting
45. Senior"
Vulnerability Analyst,"

1. Cybersecurity threat analysis
2. Vulnerability analysis
3. Research skills
4. Written communication skills
5. Monitoring and reporting
6. Threat intelligence
7. Open-source monitoring
8. Process improvement
9. Metrics development
10. Project management
11. Technical troubleshooting
12. Compliance review
13. NERC CIP regulations
14. Cyber attack methods and techniques
15. Cyber intelligence collection
16. Information repositories
17. Bachelor's degree in Cybersecurity or related field
18. 5+ years of related work experience
19. Vulnerability assessment tools
20. Cybersecurity role experience
21. Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)"
Vulnerability Analyst,"

1. Dynamic communication skills
2. Presentation skills
3. Firm security best practices
4. Processes and controls
5. Data Loss Prevention (DLP)
6. White glove service
7. External client communication
8. Internal communication with general counsel and attorneys
9. Interfacing with key stakeholders
10. Governance, risk, and compliance (GRC) activities
11. Information security obligations
12. Vendor risk management
13. ISO 27001 certification
14. Internal and external audits
15. Client assessments and inquiries
16. Compliance reporting
17. Information and systems security
18. Outside counsel guidelines
19. Third-party audits and assessments
20. Vendor verifications
21. Client certifications
22. Vendor risk management program
23. Compliance and risk management concepts
24. Data security best practices
25. IT operational requirements
26. IT project teams
27. Bachelor's degree in Information Technology, Information Security, or Law
28. Five years of experience in risk management/GRC, IT auditing, system administration, or privacy control processes
29. InTapp Terms
30. Coursework in contract management or legal studies
31. Applicable certifications through ISACA (CRISC, CISM, CG"
Vulnerability Analyst,"

1. Discernment
2. Knowledge of internet technologies
3. Understanding of crisis and geopolitical issues
4. Ability to identify trends and potential risks
5. Strong communication skills (written and verbal)
6. Ability to synthesize information for different audiences
7. Research skills
8. Prioritization skills
9. Multitasking abilities
10. Analytical and critical thinking skills
11. Initiative and productivity
12. Interest in internet, culture, news, media, and current events
13. Investigative and data-driven approach
14. Familiarity with policy and regulatory environments
15. Knowledge of company's products and services
16. Flexibility and adaptability
17. Bilingual (Spanish) and cultural awareness
18. Time management skills
19. Ability to work well under pressure
20. Teamwork and collaboration skills
21. Confidentiality and professionalism
22. Customer service experience
23. Fluency in English
24. Proficiency in Microsoft Word, Excel, PowerPoint, and/or Google Suite
25. Ability to work with senior stakeholders and executives
26. Deadline-driven mindset
27. Interest in physical and mental well-being
28. Familiarity with well-being resources and programs."
Vulnerability Analyst,"

1. Technology services and consulting
2. Digital transformation
3. Consulting
4. Design
5. Engineering
6. Operations
7. Emerging technologies
8. Holistic portfolio
9. Sustainability
10. Corporate citizenship
11. Dedicated employees
12. Global clients
13. Due-diligence checks
14. Exceptions workflow tool
15. Process documentation
16. Technical communication
17. Process improvement
18. Interpersonal skills
19. Teamwork
20. Information technology
21. Information security
22. Security tools
23. Qualys
24. Archer GRC systems
25. Analytical skills
26. Security certification
27. Vulnerability scanning
28. Qualys
29. Nessus
30. Verbal communication
31. Written communication
32. Equal Employment Opportunity
33. Employment decisions
34. Race
35. Sex
36. National origin
37. Ancestry
38. Disability
39. Sexual orientation
40. Applicable law"
Vulnerability Analyst,"

1. Vulnerability assessment
2. Risk analysis
3. Prioritization
4. Coordination
5. Conducting vulnerability scans
6. Analyzing key risks
7. Remediation efforts
8. Collaboration
9. Threat and Vulnerability Management (TVM) policies and procedures
10. Policy exception handling
11. Security scanning and detection
12. Risk factors
13. Remediation plans
14. Tracking and monitoring
15. Threat intelligence
16. Incident response
17. Reporting
18. Familiarity with attack and exploitation techniques
19. Operating systems
20. Applications
21. Devices
22. Enterprise environment
23. Application updates
24. Training
25. Informational materials
26. Educational materials
27. Bachelor's degree in computer science
28. Information technology experience
29. Security experience
30. Systems administration experience
31. IT architecture and operations knowledge
32. Operational Technology knowledge
33. Building Management Systems (BMS)
34. CCTV Cameras
35. DCIM
36. PME
37. Security culture mindset
38. Risk management
39. Operational consistency
40. Project management
41. Multitasking
42. Organizational skills
43. Relevant certifications"
Vulnerability Analyst,"

1. Experience with custodial data collections for eDiscovery
2. Experience with forensic processing
3. Experience with data processing in an electronic discovery environment
4. Ability to write basic SQL queries
5. Ability to manage multiple short-term requests
6. Ability to manage varying priorities and SLAs
7. Ability to manage long-term projects
8. High attention to detail
9. Liaison skills
10. Coordination skills
11. Technical requirements development
12. Guidance skills
13. Database management
14. Legal system knowledge
15. SOP development
16. Documentation skills
17. Report writing skills
18. Performance metrics development
19. Investigation skills
20. Defensible approach development
21. Vendor management skills
22. Cost management skills
23. Time management skills"
Vulnerability Analyst,"

1. Problem-solving
2. Outstanding written and verbal communication skills
3. Global enterprise company's vulnerability management program
4. Identifying and addressing security gaps
5. Mitigating future threats
6. Process improvement
7. Continuous improvement recommendations
8. Change management
9. Security Operations
10. Bachelor's degree in a related field
11. 5-7 years of vulnerability management experience
12. 5-7 years of security operations experience
13. Information security technologies
14. Vulnerability management
15. Server configuration compliance
16. Patch management
17. Information security standards for OS and applications
18. Strong knowledge of OS level of security
19. Advanced knowledge of patching and vulnerability remediation
20. Expertise in networking
21. Expertise in server administration"
Vulnerability Analyst,"

1. Administrative support
2. Executive correspondence management
3. Risk management
4. Cyber and physical infrastructure
5. Executive secretariat support
6. Compliance with policies and procedures
7. Editing and formatting written materials
8. Communication and collaboration
9. MS Power BI
10. MS Project
11. MS Excel
12. MS SharePoint
13. Adobe Illustrator
14. Research skills
15. Statistical reporting
16. Information management
17. Correspondence preparation
18. Visitor reception
19. Conference call coordination
20. Meeting scheduling
21. Internal guidance and coordination
22. Administrative functions
23. Management controls
24. Metrics development
25. Standard operating procedures
26. Administrative compliance
27. Drafting responses
28. Clearance documentation
29. Writing style and tone
30. Time management
31. Progress tracking
32. Database management
33. Spreadsheet proficiency
34. DHS suitability clearance
35. Secret clearance eligibility."
Vulnerability Analyst,"

1. Vulnerability assessment and management
2. Expertise in vulnerability scanning tools
3. Knowledge of vulnerability management best practices
4. Strong analytical and problem-solving skills
5. Effective oral and written communication
6. Presentation skills
7. Collaboration skills
8. Security concepts and risk management
9. Data analysis
10. Threat intelligence
11. Lean practices
12. Continuous learning
13. Bachelor's degree in computer science or equivalent
14. Industry standard certifications (CompTIA Security+, CISSP, CISM, GIAC, AWS)
15. Understanding of OWASP Top 10 Web Application Vulnerabilities
16. Scripting (Python, Pandas, Groovy)
17. Master's degree (preferred)
18. Experience in IS Engineering or Information Security domains."
Vulnerability Analyst,"

1. Vulnerability assessment
2. Cyber defense policies
3. Compliance regulations
4. Penetration testing
5. Cyber defense audit toolkit maintenance
6. Knowledge of cyber defense policies and regulations
7. Audit report preparation
8. Technical and nontechnical risk and vulnerability assessments
9. Selection of security controls
10. Microsoft Office Suites
11. SharePoint
12. Nessus
13. SNORT
14. Public key infrastructure
15. Oauth
16. OpenID
17. SAML
18. SPML
19. Wireshark
20. Tcpdump
21. Bachelor's degree or higher in relevant field
22. Clearance TS/SCI
23. 8140 Certification (CAP, CASP+, Cloud+, CYSA+, PenTest+)
24. Medical, dental, and vision plans
25. Flexible spending accounts
26. Health savings account
27. 401(k) with matching contributions
28. Roth
29. Qualified transportation expense with matching contributions
30. Short term disability
31. Long term disability
32. Life and accidental death & dismemberment insurance
33. Wellness program
34. Paid time off
35. 11 holidays
36. Professional development reimbursement."
Vulnerability Analyst,"

1. Vulnerability management
2. Attack surface management
3. Information security principles
4. Security best practices
5. Security technologies
6. SIEM
7. IDS/IPS
8. Vulnerability scanners
9. Firewalls
10. Encryption
11. Authentication
12. Incident management
13. Security awareness and training
14. Security metrics
15. Risk management
16. Scripting
17. Development languages
18. Collaboration
19. Problem-solving
20. Communication
21. Interpersonal skills
22. Adaptability
23. Organization
24. Teamwork
25. Leadership
26. Research
27. Analytical thinking
28. Attention to detail
29. Proactivity
30. Continuous learning
31. Time management
32. Flexibility
33. Inclusion
34. Diversity
35. Equity
36. Belonging
37. Equal opportunity employment
38. Talent acquisition
39. Employee engagement
40. Employee assistance programs
41. Well-being
42. Work-life balance
43. Maternity leave
44. Family leave
45. Volunteerism
46. Employee benefits
47. Compensation
48. Financial security
49. 401(k) plan
50"
Vulnerability Analyst,"

1. Strong interpersonal skills
2. Collaboration skills
3. Detailed knowledge of litigation technologies
4. Knowledge of discovery best practices
5. Knowledge of document production
6. Knowledge of document management
7. General knowledge of review workflows
8. Ability to organize workload
9. Time management skills
10. Resource management skills
11. Ability to meet deadlines
12. Ability to balance competing priorities
13. Ability to grasp new ideas
14. Excellent organization skills
15. Documentation skills
16. Commitment to fostering a positive and team-oriented culture
17. Intellectual curiosity
18. Initiative-taking skills
19. Problem-solving skills
20. Analytical skills
21. Troubleshooting skills
22. Adaptability
23. Proficiency in Relativity
24. Proficiency in Microsoft Excel
25. Knowledge of law firm litigation support technology
26. Knowledge of law firm litigation support services
27. Approximately two years of work experience
28. Four-year college degree
29. Commitment to client service
30. Responsive and available outside of standard work schedule
31. Ability to work well in a high-stress environment
32. Ability to anticipate project needs
33. Strong communication skills
34. Ability to work with diverse"
Vulnerability Analyst,"

1. Experience in Information Technology
2. Experience in Cyber Security
3. Experience in Vulnerability Management
4. Technical understanding of CVSS
5. Technical understanding of OWASP Top 10
6. Technical understanding of Vulnerability Exploitability ratings
7. Proficiency in scripting languages (SQL, Python, PHP)
8. Experience preparing vulnerability data and reports
9. Experience working in large scale environments
10. Knowledge of diverse technologies
11. Willingness to learn new technologies
12. Strong communication skills
13. Partnership skills
14. Collaboration skills
15. Verbal communication skills
16. Written communication skills
17. Attention to detail
18. Data accuracy
19. Data analysis
20. Self-motivation
21. Sense of urgency
22. Integrity
23. Project management skills
24. Ability to work with limited and ambiguous data
25. Leadership skills
26. Global team collaboration skills
27. Knowledge of benefits (medical, dental, vision, life, 401k)
28. Trust-building skills
29. Interview preparation skills
30. Paperwork management skills
31. Professional development skills
32. Pay rate negotiation skills"
Vulnerability Analyst,"

1. Digital delivery
2. Web and mobile web accessibility
3. WCAG 2.1 standards
4. ARIA implementation
5. Accessibility auditing
6. Proficient use of screen readers
7. Cross-functional collaboration
8. Prioritization
9. Management oversight
10. Diversity and inclusion
11. Mutual respect
12. Equal opportunity employment
13. Legal knowledge and compliance."
Vulnerability Analyst,"

1. Fluent in Spanish
2. Organizational skills
3. Administrative skills
4. Attention to detail
5. Prioritization
6. Workload management
7. Conceptual skills
8. Analytical skills
9. Problem-solving skills
10. Communication skills
11. Interpersonal skills
12. Relationship building
13. Feedback delivery
14. Interviewing skills
15. Report writing
16. Proactive interaction
17. Discretion
18. Confidentiality
19. Computer skills
20. MS Office proficiency
21. Power BI proficiency
22. Database management
23. Residing in Southern California
24. Hybrid work environment
25. Human resources knowledge
26. Total rewards philosophy
27. Salary determination
28. Performance-based incentives
29. Merit-based recognition
30. Health and welfare benefits
31. Retirement benefits
32. Life insurance
33. Paid time off
34. Tuition reimbursement
35. Paid parental leave
36. Employee assistance programs."
Vulnerability Analyst,"

1. Vulnerability management
2. InfoSec
3. Network engineering
4. Systems engineering
5. Endpoint engineering
6. Desktop engineering
7. Mobile engineering
8. Vulnerability discovery
9. Vulnerability analysis
10. Vulnerability remediation
11. Security best practices
12. Risk mitigation
13. IT team collaboration
14. Patching
15. Vulnerability scanning
16. Vulnerability assessments
17. Baseline control scans
18. False positive identification
19. Remediation steps
20. Technical reporting
21. Executive reporting
22. Zero day vulnerabilities
23. Critical vulnerabilities
24. Emerging vulnerabilities
25. Threat management
26. Vendor management
27. Bachelor's degree in Computer Science
28. Bachelor's degree in Information Systems
29. Rapid7
30. Qualys
31. Nessus
32. CVSS
33. MITRE ATT&CK framework
34. Mitigation direction
35. Deadline management
36. Project management
37. Interpersonal skills
38. Documentation skills
39. Communication skills
40. Attention to detail
41. Time management
42. Fast-paced work environment
43. Compliance knowledge
44. Regulatory program knowledge
45. FD"
Vulnerability Analyst,"

1. Vulnerability assessment
2. Cyber defense policies
3. Compliance evaluation
4. Regulations and organizational directives
5. Technical and nontechnical risk assessment
6. Network security
7. Information technology
8. DOD 8570 IASE Level II
9. CASP+ CE
10. CISSP
11. CSSLP
12. CSSP
13. CEH
14. Security Fundamentals Professional Certification (SFPC)
15. Security Professional Education Development (SpeD) Program
16. DODI 3305.13
17. DOD Security Training
18. Traditional Security Personnel
19. Certified Protection Professions (CPP)
20. American Society for Industrial Security (ASIS)
21. Traditional Security Disciplines
22. DOD Security Specialist Course
23. Computer Based courses
24. Introduction to DOD Security Specialist Course GS020.16
25. Security Policies, Principles, and Programs GS140.06
26. Introduction to Industrial Security IS011.06
27. Introduction to Personnel Security PS113.06
28. Introduction to Information Security IF011.06
29. Introduction to Physical Security PY011.06
30. Storage Containers and Facilities PY105."
