Label,Text,Standard text,Desc
Knowledge,Data ethics,Data ethics,"Apply legal and ethical principles in the collection, use, storage and disposal of data"
Knowledge,Data governance,Data governance,"Develop and implement guidelines, laws, and regulations across the organisation for the handling of data at various stages in its lifecycle as well as the provision of advice on proper data handling and resolution of data breaches in a range of complex, ambiguous or multi-faceted contexts"
Knowledge,Data life cycle management,Data life cycle management,Data life cycle management
Knowledge,Data lifecycle management,Data lifecycle management,Data lifecycle management
Knowledge,Data manageability,Data manageability,Data manageability
Knowledge,Data curation,Data migration,Data migration
Knowledge,Data migration,Data migration,Plan and perform activities to migrate data between computer storage types or file formats
Knowledge,Data modeling,Data modeling,Data modeling
Knowledge,Data Modeling,Data Modeling,Data Modeling
Knowledge,Data models,Data modeling,Data modeling
Knowledge,Data patterns,Data patterns,Data patterns
Knowledge,Data principles,Data principles,Data principles
Knowledge,Data processing,Data processing,Data processing
Knowledge,Data protection,Data protection,Data protection
Knowledge,Data protection management,Data protection management,Develop and implement a Data Protection Management Programme to comply with the Personal Data Protection Act 2012
Knowledge,Master data management,Data protection management,Data protection management
Knowledge,Data schema reengineering skills,Data schema reengineering skills,Data schema reengineering skills
Knowledge,Data science,Data science,Data science
Knowledge,Data security,Data security,Data security
Knowledge,Data sharing,Data sharing,Assess the value of data to achieve a competitive advantage and business objectives
Knowledge,Data standards,Data standards,Data standards
Knowledge,Data Strategy,Data Strategy,"Develop a robust and coherent data strategy and support architectures, policies, practices and procedures that enable the organisation to manage and utilise data in an effective manner. This includes introduction of innovative ways of organising, managing and integrating the data of the organisation to ensure their viability and ability to drive business value. It also includes the setting of information storage, sharing, handling and usage protocols to support alignment with relevant legislation and business strategies"
Knowledge,Data visualisation,Data visualisation,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience"
Knowledge,Data Visualisation and Storyboarding,Data Visualisation and Storyboarding,"Implement contemporary techniques, dynamic visual displays with illustrative and interactive graphics to present patterns, trends, analytical insights from data or new concepts in a strategic manner for the intended audience"
Knowledge,Data visualization,Data visualization,Data visualization
Knowledge,Data visualization analysis,Data visualization,Data visualization
Knowledge,Database Administration,Database Administration,"Perform Installation, coordination and upgrading of databases and database servers, performance monitoring and troubleshooting. This includes monitoring user access to database and optimisation of database performance, planning for backup and recovery, archived data maintenance and reporting"
Knowledge,Database design,Database design,Database design
Knowledge,Database Engineering,Database Engineering,Database Engineering
Knowledge,Database Management,Database Management,Database Management
Knowledge,Database management (PostgreSQL/MySQL),Database management,Database management (PostgreSQL/MySQL)
Knowledge,Database replication,Database replication,Database replication
Knowledge,DB Backup/Recovery,DB Backup/Recovery,DB Backup/Recovery
Knowledge,DB compliance,DB compliance,DB compliance
Knowledge,DB encryption,DB encryption,DB encryption
Knowledge,Definition of corrective measures,Definition of corrective measures,Definition of corrective measures
Knowledge,Definition of target audience,Definition of target audience,Definition of target audience
Knowledge,Analysis,Demand analysis,Demand analysis
Knowledge,Demand analysis,Demand analysis,Devise frameworks to assess market dynamics and execute analyses to uncover demand outlook of products or services
Knowledge,Deployment support,Deployment support,Deployment support
Knowledge,Design Concepts Generation,Design Concepts Generation,Build preliminary ideas on innovative design concepts and different ways to address needs and opportunities of target stakeholders
Knowledge,Design issues,Design issues,Design issues
Knowledge,Knowledge of security and privacy by design principles,Design principles,Knowledge of security and privacy by design principles
Knowledge,Design standards,Design standards,Design standards
Knowledge,Design thinking,Design thinking,Design thinking
Knowledge,Design thinking practice,Design thinking,"Manage design thinking methodologies and processes to solve specific challenges for the organisation, and guide stakeholders through the phases of inspiration, empathy, ideation and implementation"
Knowledge,Detailed design documents,Detailed design documents,Detailed design documents
Knowledge,Detailed design patterns,Detailed design patterns,Detailed design patterns
Knowledge,DevOps environment familiarity,DevOps,DevOps environment familiarity
Knowledge,DevSecOps knowledge,DevOps,DevSecOps knowledge
Knowledge,"DNS, DHCP, File and Printer server maintenance",DHCP,"DNS, DHCP, File and Printer server maintenance"
Knowledge,Digital design,Digital design,Digital design
Knowledge,Digital marketing strategy,Digital marketing strategy,Digital marketing strategy
Knowledge,Digital technologies,Digital technologies,Digital technologies
Knowledge,Technological alignment,Digital technologies,Digital technologies
Knowledge,Disaster recovery managment,Disaster recovery managment,"Develop and implement internal policies, processes and arrangements to guide and enable the prompt recovery of critical IT infrastructure and systems following a crisis or disaster. This includes monitoring the efficiency and effectiveness of response to significant incidents or disruptions and reviewing the organisation's disaster recovery plan and processes."
Knowledge,Distributed computing,Distributed computing,Distributed computing
Knowledge,Distributed microservices,Distributed microservices,Distributed microservices
Knowledge,Distributed system concepts knowledge,Distributed system,Distributed system concepts knowledge
Knowledge,Django,Django,Django
Knowledge,Django RESTful API,Django,Django RESTful API
Knowledge,DLP,DLP,DLP
Knowledge,DNS,DNS,DNS
Knowledge,"DNS, DHCP, File and Printer server maintenance",DNS,"DNS, DHCP, File and Printer server maintenance"
Knowledge,"Container orchestration (Docker, Kubernetes)",Docker,"Container orchestration (Docker, Kubernetes)"
Knowledge,"Containers (Docker, Rancher, AKS, EKS)",Docker,"Containers (Docker, Rancher, AKS, EKS)"
Knowledge,Docker,Docker,Docker
Knowledge,Docker knowledge,Docker,Docker
Knowledge,Experience in Docker and Containerization,Docker,Experience in Docker and Containerization
Knowledge,Knowledge of Docker and Containerization,Docker,Knowledge of Docker and Containerization
Knowledge,Custom program specification documentation,Documentation,Custom program specification documentation
Knowledge,Drupal,Drupal,Drupal
Knowledge,DynamoDB,DynamoDB,DynamoDB
Knowledge,DynamoDB experience,DynamoDB,DynamoDB experience
Knowledge,EIGRP,EIGRP,EIGRP
Knowledge,"Containers (Docker, Rancher, AKS, EKS)",EKS,"Containers (Docker, Rancher, AKS, EKS)"
Knowledge,ElasticSearch,ElasticSearch,ElasticSearch
Knowledge,Electronic Catalog programs,Electronic Catalog programs,Electronic Catalog programs
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,Electronics industrial automation,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,Embedded Software,Embedded Software,Embedded Software
Knowledge,Embedded systems diagramming skills,Embedded systems diagramming,Embedded systems diagramming skills
Knowledge,Embedded systems integration,Embedded systems integration,Implement control systems to perform pre-defined tasks and also real-time monitoring for the real world
Knowledge,Embedded systems interface design,Embedded systems interface design,"Design and set up interface and interconnections from or among sensors, through a network, to a main location, to enable transmission of information"
Knowledge,Embedded Systems Programming,Embedded Systems Programming,Program an embedded system using permitted programming interfaces provided by the system to support creation of devices that do not operate on traditional operating systems
Knowledge,Emerging technologies evaluation,Emerging technology synthesis,Emerging technology synthesis
Knowledge,Emerging technology synthesis,Emerging technology synthesis,"Monitor and integrate emerging technology trends and developments, structured data gathering for the identification of new and emerging technological products, services and techniques. In addition, the performance of cost-benefit analysis and evaluation of their relevance, viability, sustainability and potential value add to the business"
Knowledge,Evaluation of emerging technologies,Emerging technology synthesis,Emerging technology synthesis
Knowledge,Encryption technologies,Encryption technologies,Encryption technologies
Knowledge,Endpoint Protection,Endpoint Protection,Endpoint Protection
Knowledge,Endpoint security,Endpoint security,Endpoint security
Knowledge,Engineering,Engineering,Engineering
Knowledge,Engineering skills,Engineering skills,Engineering skills
Knowledge,English language proficiency,English language proficiency,English language proficiency
Knowledge,Enterprise architecture,Enterprise architecture,"Operationalise a business strategy on the planning and development of business structures and models to facilitate the evolution of a business to its desired future state. This involves the review and prioritisation of market trends, evaluation of alternative strategies, as well as the strategic evaluation and utilisation of enterprise capability and technology to support business requirements"
Knowledge,Enterprise Architecture collaboration,Enterprise architecture,Enterprise architecture
Knowledge,Enterprise database architecture strategy,Enterprise database architecture strategy,Enterprise database architecture strategy
Knowledge,Exadata Database Machine Architecture,Enterprise database architecture strategy,Enterprise database architecture strategy
Knowledge,Enterprise database platforms,Enterprise database platforms,Enterprise database platforms
Knowledge,Enterprise-wide requirements definition and management systems,Enterprise-wide requirements definition,Enterprise-wide requirements definition and management systems
Knowledge,"ERP knowledge (PP, MM, WM, QM)","ERP knowledge (PP, MM, WM, QM)","ERP knowledge (PP, MM, WM, QM)"
Knowledge,External consulting management,External consulting management,External consulting management
Knowledge,Detailed analysis,Failure analysis,Failure analysis
Knowledge,Failure analysis,Failure analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes
Knowledge,Failure analysis,Failure analysis,Failure analysis
Knowledge,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)",Figma,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)"
Knowledge,Figma,Figma,Figma
Knowledge,"DNS, DHCP, File and Printer server maintenance",File and printer server maintenance,"DNS, DHCP, File and Printer server maintenance"
Knowledge,Fiscal/tax solutions familiarity,Finance,Finance
Knowledge,Financial events,Financial events,Financial events
Knowledge,Financial industry knowledge,Financial industry knowledge,Financial industry knowledge
Knowledge,Fire protection planning skills,Fire protection planning skills,Fire protection planning skills
Knowledge,Firewall,Firewall,Firewall
Knowledge,Firewall functions,Firewall,Firewall
Knowledge,Firewalls,Firewall,Firewall
Knowledge,"Firewalls (ASA, Checkpoint)",Firewall,Firewall
Knowledge,NextGen Firewalls,Firewall,Firewall
Knowledge,Fluency in English and Spanish,Fluency in English and Spanish,Fluency in English and Spanish
Knowledge,English fluency,Fluent in English,Fluent in English
Knowledge,English proficiency,Fluent in English,English proficiency
Knowledge,Fluency in English language,Fluent in English,Fluent in English
Knowledge,Fluent English,Fluent in English,Fluent in English
Knowledge,Fluent in English,Fluent in English,Fluent in English
Knowledge,"Fluent in English (speaking, writing, reading)",Fluent in English,Fluent in English
Knowledge,Fluent in Spanish and English,Fluent in English,Fluent in English
Knowledge,Solid understanding of programming languages and frameworks,Frameworks,Solid understanding of programming languages and frameworks
Knowledge,Front-end development,Front-end,Front-end development
Knowledge,Front-end technologies,Front-end,Front-end technologies
Knowledge,FrontEnd Developer,Front-end,FrontEnd Developer
Knowledge,Frontend experience,Front-end,Frontend experience
Knowledge,Full stack systems,Full stack,Full stack systems
Knowledge,Full-stack engineering,Full stack,Full-stack engineering
Knowledge,Fullstack development,Full stack,Fullstack development
Knowledge,Functional analysis,Functional analysis,Functional analysis
Knowledge,"Experience in at least one of the following: AWS, GCP, Microsoft Azure, or",GCP,"Experience in at least one of the following: AWS, GCP, Microsoft Azure, or"
Knowledge,GCP,GCP,GCP
Knowledge,Generative AI,Generative AI,Generative AI
Knowledge,GEVA,GEVA,GEVA
Knowledge,GIS geoprocessing spatial analysis mapping,GIS geoprocessing spatial analysis mapping,GIS geoprocessing spatial analysis mapping
Knowledge,Git,Git,Git
Knowledge,Git proficiency,Git,Git
Knowledge,"Version control (Git, Bitbucket)",Git,"Version control (Git, Bitbucket)"
Knowledge,Version control using git,Git,"Version control (Git, Bitbucket)"
Knowledge,GitHub,GitHub,GitHub
Knowledge,Github,Github,Github
Knowledge,Github experience,Github,Github experience
Knowledge,Gitlab,Gitlab,Gitlab
Knowledge,"Application servers (GlassFish, Nginx, Kong)",GlassFish,"Application servers (GlassFish, Nginx, Kong)"
Knowledge,Global campaigns,Global campaigns,Global campaigns
Knowledge,Global environment experience,Global environment experience,Global environment experience
Knowledge,Go,Go,Go
Knowledge,Google Analytics,Google Analytics,Google Analytics
Knowledge,Google Cloud,Google Cloud,Google Cloud
Knowledge,"Cloud technology knowledge (Google Cloud Platform, AWS)",Google Cloud Platform,"Cloud technology knowledge (Google Cloud Platform, AWS)"
Knowledge,Governance,Governance,Governance
Knowledge,GraphQL experience,GraphQL experience,GraphQL experience
Knowledge,Guardium/other tools,Guardium,Guardium/other tools
Knowledge,Guidance provision,Guidance provision,Guidance provision
Knowledge,"Knowledge of software applications, operating systems, and hardware components",Hardware components,"Knowledge of software applications, operating systems, and hardware components"
Knowledge,deploying Applications using Helm Charts,Helm Charts,Deploying Applications using Helm Charts
Knowledge,Experience in deploying Applications using Helm Charts,Helm Charts,Experience in deploying Applications using Helm Charts
Knowledge,High concurrency OLTP,High concurrency OLTP,High concurrency OLTP
Knowledge,High-quality architecture,High-quality architecture,High-quality architecture
Knowledge,HMI subsystems,HMI subsystems,HMI subsystems
Knowledge,HR knowledge,HR knowledge,HR knowledge
Knowledge,HTML,HTML,HTML
Knowledge,HTML experience,HTML,HTML experience
Knowledge,HTML proficiency,HTML,HTML
Knowledge,HTML/CSS,HTML,HTML/CSS
Knowledge,HVAC sales strategy,HVAC,HVAC sales strategy
Knowledge,IaaS/PaaS Services,IaaS/PaaS Services,IaaS/PaaS Services
Knowledge,IBM Security Services Methodologies,IBM Security Services Methodologies,IBM Security Services Methodologies
Knowledge,IdAM,IdAM,IdAM
Knowledge,Identity and access management,Identity and access management,Identity and access management
Knowledge,IDS/IPS,IDS/IPS,IDS/IPS
Knowledge,Illustrator,Illustrator,Illustrator
Knowledge,Impactful design,Impactful design,Impactful design
Knowledge,Implementation,Implementation,Implementation
Knowledge,Implementation experience,Implementation,Implementation experience
Knowledge,Implementation of security technologies,Implementation of security technologies,Implementation of security technologies
Knowledge,Implementing security controls,Implementation of security technologies,Implementation of security technologies
Knowledge,Incident forensics,Incident forensics,Incident forensics
Knowledge,Incubation,Incubation,Incubation
Knowledge,Best practices sharing,Industry best practices,Industry best practices
Knowledge,Industry best practices,Industry best practices,Industry best practices
Knowledge,Industry knowledge,Industry knowledge,Industry knowledge
Knowledge,Industry trends knowledge,Industry knowledge,Industry knowledge
Knowledge,Industry standards,Industry standards,Industry standards
Knowledge,Information security,Information security,Information security
Knowledge,Information Security,Information Security,Information Security
Knowledge,Information security policies,Information security,Information security
Knowledge,Information security policies and procedures development,Information security,Information security
Knowledge,Information security solutions,Information security,Information security
Knowledge,Information security strategy,Information security,Information security
Knowledge,Information Security Management Systems (ISO27000/270001),Information Security Management,Information Security Management Systems (ISO27000/270001)
Knowledge,Information Technology,Information Technology,Information Technology
Knowledge,Information technology infrastructure,Information technology infrastructure,Information technology infrastructure
Knowledge,Experience in building Infrastructure as Code (IaC) using Terraform,Infrastructure as Code (IaC),Experience in building Infrastructure as Code (IaC) using Terraform
Knowledge,Knowledge of Infrastructure as Code and Configuration as Code,Infrastructure as Code (IaC),Knowledge of Infrastructure as Code and Configuration as Code
Knowledge,Infrastructure changes planning,Infrastructure deployment,Infrastructure deployment
Knowledge,Infrastructure deployment,Infrastructure deployment,"Set up, deploy and decommission infrastructure components and associated equipment in accordance to a set plan and established safety and/or quality procedures. This includes the assessment and preparation of appropriate site locations, infrastructure, the development of an installation plan, layout at the site, the testing of on-site systems, infrastructure components, equipment and the correction of issues and/or malfunctions"
Knowledge,Infrastructure design,Infrastructure design,"Establish design policies and principles covering elements of connectivity, capacity, security, access, interfacing as well as the translation of that into the specifications, outline and design of IT infrastructure within the organisation, in order to support the business requirements"
Knowledge,Experience with Ansible Chef Puppet or Terraform infrastructure deployment automation tools,Infrastructure implementation,Infrastructure implementation
Knowledge,Infrastructure management,Infrastructure management,Infrastructure management
Knowledge,Technology infrastructure management,Infrastructure management,Infrastructure management
Knowledge,Knowledge of infrastructure security,Infrastructure security,Knowledge of infrastructure security
Knowledge,Infrastructure Strategy,Infrastructure Strategy,"Develop a robust strategy and plan for defining and managing a future-ready IT infrastructure, optimising its capacity, availability and synchronisation to enable an organisation's business operations. This involves evaluating infrastructure models and options for infrastructure components, managing infrastructure investments and facilitating the transformation toward the desired future infrastructure model"
Knowledge,Data structure,Infrastructure support,Infrastructure support
Knowledge,Infrastructure support,Infrastructure support,"Provide services to end users by systematically identifying, classifying and troubleshooting technical issues and incidents that disrupt and impact their day-to-day business activities, within a specified timeframe. This also includes implementing an end-to-end problem management process to analyse underlying problems, advising on infrastructure related upgrades and improvements and developing user guides and training materials"
Knowledge,IT infrastructure,Infrastructure support,Infrastructure support
Knowledge,Integrated development environment (IDE),Integrated development environment (IDE),Integrated development environment (IDE)
Knowledge,Integrated Marketing,Integrated Marketing,Develop and execute a marketing plan on and across various channels and platforms as well as the tracking of customers' response and effectiveness to marketing communications on these channels. This also includes the integration of traditional and digital marketing channels and techniques where applicable
Knowledge,Integrations with third-party APIs,Integrations with third-party APIs,Integrations with third-party APIs
Knowledge,Intelligent reasoning,Intelligent reasoning,"Design and build intelligent machine reasoning systems that can integrate, make sense of, and act upon heterogeneous sensory information sources, using domain knowledge accumulated in respective industries"
Knowledge,Interaction design,Interaction design,Interaction design
Knowledge,Intermediate-Advanced English fluency,Intermediate-Advanced English fluency,Intermediate-Advanced English fluency
Knowledge,Internal & external audits,Internal & external audits,Internal & external audits
Knowledge,Internal Controls in Product Development,Internal Controls in Product Development,Evaluate effectiveness and efficiency of internal controls during product development
Knowledge,Ability to conduct special investigations as necessary,Investigation,Investigation
Knowledge,Ability to follow up on students' research work,Investigation,Investigation
Knowledge,Ability to research and document,Investigation,Investigation
Knowledge,Ability to research and identify competitive and future trends,Investigation,Investigation
Knowledge,Employee Relations Investigations,Investigation,Investigation
Knowledge,Investigation,Investigation,Investigation
Knowledge,Market research,Investigation,Investigation
Knowledge,Market research experience,Investigation,Investigation
Knowledge,Network investigations,Investigation,Investigation
Knowledge,Qualitative and quantitative research skills,Investigation,Investigation
Knowledge,Research skills,Investigation,Investigation
Knowledge,UX research and documentation methodologies,Investigation,Investigation
Knowledge,iOS,iOS,iOS
Knowledge,iOS app development,iOS app development,iOS app development
Knowledge,IS security technology knowledge,IS security technology,IS security technology knowledge
Knowledge,IS Service Owner,IS Service Owner,IS Service Owner
Knowledge,IS technologies impact,IS technologies impact,IS technologies impact
Knowledge,ISO2700x,ISO2700x,ISO2700x
Knowledge,Understanding of different types of architectures,IT Architectures,Understanding of different types of architectures
Knowledge,IT asset management,IT asset management,"Manage, optimise and protect the organisation's IT assets. This includes the timely purchase, deployment, categorisation, maintenance and phase out of IT assets within the organisation in a way that optimises business value. Also includes development and implementation of procedures to guide the proper handling, usage and storage of IT assets to limit potential business or legal risks"
Knowledge,IT Governance,IT Governance,"Set and monitor IT infrastructure, information, digital services and associated technology. This involves developing policies and practices to govern the organisation's approach toward handling and using IT products and services in order to ensure conformance with regulations and accountability in decision making in alignment with the business strategic plans and service standards"
Knowledge,IT operations,IT operations,IT operations
Knowledge,Knowledge of IT operations,IT operations,Knowledge of IT operations
Knowledge,IT principles,IT principles,IT principles
Knowledge,IT security,IT security,IT security
Knowledge,IT security experience,IT security,IT security
Knowledge,IT services knowledge,IT services knowledge,IT services knowledge
Knowledge,IT standards,IT standards,"Develop and review of standard operating procedures as well as service expectations for IT-related activities and processes. This includes the provision of clear guidelines for the organisation to carry out IT-related tasks in a manner that is effective, efficient and consistent with the IT service standards and quality standards of the organisation"
Knowledge,IT strategy,IT strategy,"Plan, develop and communicate effective inward- and outward-facing IT strategies, solutions and action plans, driven by environment scanning and assessment of the business' future needs and long-term strategic direction. This involves devising internal management strategies and models to support and sustain IT transformations and alignment of IT investments and programmes with the strategy to optimise the business value from IT"
Knowledge,ITIL,ITIL,ITIL
Knowledge,J2EE,J2EE,J2EE
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",Java,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)",Java,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)"
Knowledge,Java,Java,Java
Knowledge,Java code testing framework,Java,Java code testing framework
Knowledge,Java programming skills,Java,Java programming skills
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go",Javascript,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go"
Knowledge,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)",Javascript,"Experience in at least one of the following: JavaScript, Java, TypeScript, SQL, Python, C#/.Net, Go (9+ years)"
Knowledge,JavaScript,JavaScript,JavaScript
Knowledge,Javascript,JavaScript,JavaScript
Knowledge,Javascript experience,JavaScript,Javascript experience
Knowledge,JavaScript proficiency,JavaScript,JavaScript
Knowledge,Jenkins,Jenkins,Jenkins
Knowledge,Jira,Jira,Jira
Knowledge,Joomla,Joomla,Joomla
Knowledge,jQuery,jQuery,jQuery
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Juniper SRX Firewalls,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Knowledge,JUnit,JUnit,JUnit
Knowledge,SCRUM or Kanban experience,Kanban,SCRUM or Kanban experience
Knowledge,Key performance indicator monitoring,Key performance indicator monitoring,Key performance indicator monitoring
Knowledge,Knowledge base management,Knowledge base management,Knowledge base management
Knowledge,"Application servers (GlassFish, Nginx, Kong)",Kong,"Application servers (GlassFish, Nginx, Kong)"
Knowledge,Kotlin programming,Kotlin,Kotlin programming
Knowledge,KPI reporting,KPI reporting,KPI reporting
Knowledge,"Container orchestration (Docker, Kubernetes)",Kubernetes,"Container orchestration (Docker, Kubernetes)"
Knowledge,Container technology knowledge (RedHat OpenShift and Kubernetes),Kubernetes,Container technology knowledge (RedHat OpenShift and Kubernetes)
Knowledge,Experience in working with Kubernetes cluster,Kubernetes,Experience in working with Kubernetes cluster
Knowledge,Knowledge of Kubernetes cluster,Kubernetes,Knowledge of Kubernetes cluster
Knowledge,Kubernetes,Kubernetes,Kubernetes
Knowledge,Kubernetes knowledge,Kubernetes,Kubernetes
Knowledge,Lambda experience,Lambda,Lambda experience
Knowledge,LAN (switching),LAN (switching),LAN (switching)
Knowledge,LAN/WAN/Security design,LAN Security design,LAN/WAN/Security design
Knowledge,Landing page optimization,Landing page optimization,Landing page optimization
Knowledge,Lantronix consoles,Lantronix consoles,Lantronix consoles
Knowledge,Large data products,Large data products,Large data products
Knowledge,Leadership of scrum teams,Leadership of scrum teams,Leadership of scrum teams
Knowledge,Learning & Development,Learning & Development,Learning & Development
Knowledge,Commitment to learning and development,Learning and Development,Learning and Development
Knowledge,Learning and Development,Learning and Development,Manage employees’ learning and development activities to maximise employee’ potential and capabilities to contribute to the organisation
Knowledge,Research and development,Learning and Development,Learning and Development
Knowledge,Legacy systems integration,Legacy systems integration,Legacy systems integration
Knowledge,Legal document review,Legal document review,Legal document review
Knowledge,Linear algebra knowledge,Linear algebra,Linear algebra knowledge
Knowledge,Knowledge of Linux,Linux,Knowledge of Linux
Knowledge,Linux shell skills,Linux shell ,Linux shell skills
Knowledge,LLMs,LLMs,LLMs
Knowledge,Machine learning,Machine learning,Machine learning
Knowledge,Machine Learning,Machine Learning,Machine Learning
Knowledge,Management,Management,Management
Knowledge,Management experience,Management,Management experience
Knowledge,Enterprise-wide requirements definition and management systems,Management systems,Enterprise-wide requirements definition and management systems
Knowledge,Manpower planning,Manpower planning,Estimate and fulfil manpower requirements to achieve business goals and targets
Knowledge,Manufacturing experience,Manufacturing experience,Manufacturing experience
Knowledge,Manufacturing process knowledge,Manufacturing process,Manufacturing process knowledge
Knowledge,Understanding manufacturing processes,Manufacturing processes,Manufacturing processes
Knowledge,Market Research,Market Research,"Plan and conduct marketing and digital research and analysis to uncover market, customer and competitor trends in order to extract useful business insights. This also includes the evaluation of marketing activity effectiveness and development of ways to optimise marketing efforts"
Knowledge,Market research experience,Market research,Market research
Knowledge,Knowledge of market trends,Market trend analysis,Market trend analysis
Knowledge,Market Trend Analysis,Market Trend Analysis,"Devise the framework, manage and conduct the situational analysis process to uncover market trends and industry developments to identify new opportunities"
Knowledge,Marketing returns analysis,Market Trend Analysis,Market Trend Analysis
Knowledge,Marketing Campaign Management,Marketing Campaign Management,Develop evaluation strategies for marketing campaign effectiveness and analyse data to provide recommendations for improvements in future marketing campaigns
Knowledge,Marketing Communications Plan Development,Marketing Communications Plan Development,"Formulate, develop and implement marketing communications plans and evaluate tools and vehicles appropriate to reflect effective execution of communication strategies"
Knowledge,Marketing intelligence,Marketing intelligence,Marketing intelligence
Knowledge,Marketing Mix Management,Marketing Mix Management,"Establish marketing mix frameworks which include development of products, prices, places and promotions as well as, identify levels of customer touch-points"
Knowledge,Marketing plan development,Marketing plan development,Development of marketing communication plans
Knowledge,Knowledge in the use of marketing and advertising strategies,Marketing strategy,Marketing strategy
Knowledge,Marketing Strategy,Marketing Strategy,"Define an organisational marketing strategy, consider critical industry trends, customer segments and market developments as well as the communication and implementation of the strategy"
Knowledge,Marketplace integrations,Marketplace integrations,Marketplace integrations
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Masergy SDWAN,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Knowledge,Math knowledge,Math knowledge,Math knowledge
Knowledge,Media Platforms Management,Media Platforms Management,Drive organisational policies and procedures for media use as well as develop and implement media plans in business while evaluating their effectiveness
Knowledge,Media Strategy Development,Media Strategy Development,"Develop, execute and evaluate media strategies and plans to assess impact of media advertising across channels in relation to target customers"
Knowledge,Meraki (Wi-Fi),Meraki (Wi-Fi),Meraki (Wi-Fi)
Knowledge,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)",Meraki Wireless,"Network technologies (Masergy SDWAN, Zayo MAN (UK), Meraki Wireless, Juniper SRX Firewalls, Pulse VPN (Zscaler ZPA), Zscaler ZIA GRE tunnels)"
Knowledge,Metadata security,Metadata security,Metadata security
Knowledge,Metrics development,Metrics development,Metrics development
Knowledge,Mexican Taxes knowledge,Mexican Taxes knowledge,Mexican Taxes knowledge
Knowledge,Microservices,Microservices,Microservices
Knowledge,Microservices development skills,Microservices,Microservices development skills
Knowledge,Microsoft Office,Microsoft Office,Microsoft Office
Knowledge,Microsoft Power Platform,Microsoft Power Platform,Microsoft Power Platform
Knowledge,Microsoft SQL,Microsoft SQL,Microsoft SQL tools
Knowledge,Microsoft SQL tools,Microsoft SQL,Microsoft SQL tools
Knowledge,Migration planning,Migration planning,Migration planning
Knowledge,Mission critical thinking,Mission critical thinking,Mission critical thinking
Knowledge,Knowledge of OWASP and MITRE attack framework,MITRE,Knowledge of OWASP and MITRE attack framework
Knowledge,Mobile design,Mobile design,Mobile design
Knowledge,Mobile software engineering,Mobile software engineering,Mobile software engineering
Knowledge,Mobile standards and protocols,Mobile standards and protocols,Mobile standards and protocols
Knowledge,Modeling tools,Modeling tools,Modeling tools
Knowledge,MongoDB,MongoDB,MongoDB
Knowledge,Monitoring systems,Monitoring,Monitoring
Knowledge,Monitoring security events and logs,Monitoring security events and logs,Monitoring security events and logs
Knowledge,Multi-channel marketing,Multi-channel marketing,Multi-channel marketing
Knowledge,Multi-generational IT infrastructures,Multi-generational IT infrastructures,Multi-generational IT infrastructures
Knowledge,Database management (PostgreSQL/MySQL),MySQL,Database management (PostgreSQL/MySQL)
Knowledge,MySQL,MySQL,MySQL
Knowledge,"MySQL, PostgreSQL, Oracle, SQL Server proficiency",MySQL,"MySQL, PostgreSQL, Oracle, SQL Server proficiency"
Knowledge,NAC,NAC,NAC
Knowledge,Narrative Design in Product Development,Narrative Design in Product Development,Develop the flow of the content through designing narrative elements within product development and at the product launch stages to create an engaging audience experience
Knowledge,NAT,NAT,NAT
Knowledge,Network administration,Network administration,Network administration
